Tick,Reward,TotalReward,Loss,Epsilon
1000,4,-7558,196.9273681640625,0.8707473090563851
1010,-3,-7587,1006.0797729492188,0.8703120333478691
1020,-3,-7618,1857.0892333984375,0.8698769752282455
1030,-3,-7663,218.966796875,0.8694421345887442
1040,-3,-7708,195.75209045410156,0.8690075113206495
1050,-3,-7753,238.125,0.8685731053153001
1060,-3,-7779,212.2659912109375,0.8681389164640894
1070,-3,-7819,974.2333984375,0.8677049446584645
1080,-3,-7847,235.3672637939453,0.8672711897899273
1090,-1,-7878,375.0451354980469,0.8668376517500332
1100,-3,-7913,197.48248291015625,0.8664043304303928
1110,-3,-7943,306.97540283203125,0.8659712257226697
1120,-3,-7988,174.71875,0.8655383375185829
1130,-3,-8037,237.3884735107422,0.8651056657099047
1140,-3,-8076,19270.0390625,0.8646732101884618
1150,-3,-8091,265.525634765625,0.8642409708461347
1160,-3,-8122,945.2001342773438,0.8638089475748586
1170,-3,-8152,196.30123901367188,0.8633771402666217
1180,-3,-8192,3110.631103515625,0.8629455488134671
1190,-1,-8236,487.8635559082031,0.8625141731074915
1200,-1,-8267,809.5765991210938,0.8620830130408456
1210,-3,-8245,205.69920349121094,0.861652068505734
1220,-3,-8274,516.5819091796875,0.8612213393944151
1230,-1,-8303,287.2748107910156,0.8607908255992015
1240,-3,-8325,333.58184814453125,0.8603605270124592
1250,-3,-8358,186.52914428710938,0.8599304435266082
1260,-13,-8413,1435.9339599609375,0.8595005750341219
1270,2,-8448,1991.5582275390625,0.8590709214275283
1280,-3,-8474,2222.155517578125,0.8586414825994082
1290,-1,-8506,882.8106689453125,0.8582122584423968
1300,-3,-8388,528.371337890625,0.8577832488491826
1310,-3,-8410,3391.272705078125,0.8573544537125078
1320,-13,-8451,298.6934814453125,0.8569258729251685
1330,-3,-8491,95.81527709960938,0.8564975063800139
1340,-3,-8551,471.9405822753906,0.8560693539699472
1350,-3,-8603,2372.64599609375,0.8556414155879247
1360,-3,-8627,419.17364501953125,0.8552136911269566
1370,-6,-8645,323.8626403808594,0.8547861804801062
1380,-3,-8678,3798.91748046875,0.8543588835404908
1390,9,-8695,514.081787109375,0.8539318002012807
1400,-3,-8746,116.93399047851562,0.8535049303556997
1410,-3,-8796,129.30059814453125,0.8530782738970251
1420,-3,-8846,662.1401977539062,0.8526518307185874
1430,-3,-8882,691.5384521484375,0.8522256007137704
1440,-3,-8910,166.21200561523438,0.8517995837760114
1450,-1,-8932,204.502685546875,0.8513737797988007
1460,-3,-8970,145.84109497070312,0.850948188675682
1470,-3,-9004,170.67782592773438,0.8505228103002525
1480,-8,-9045,94.95543670654297,0.8500976445661618
1490,-3,-9110,153.43174743652344,0.8496726913671135
1500,-3,-9135,94.71762084960938,0.8492479505968639
1510,-3,-9168,76.78800201416016,0.8488234221492224
1520,-1,-9190,400.4449462890625,0.8483991059180516
1530,-1,-9212,482.38916015625,0.847975001797267
1540,-3,-9238,426.8602294921875,0.8475511096808376
1550,-3,-9268,150.7886962890625,0.8471274294627849
1560,-3,-9298,1114.1944580078125,0.8467039610371836
1570,-3,-9328,784.766845703125,0.8462807042981613
1580,9,-9345,326.3125,0.8458576591398984
1590,-3,-9375,364.0235290527344,0.8454348254566285
1600,-3,-9395,210.59072875976562,0.845012203142638
1610,-1,-9417,283.3616943359375,0.8445897920922656
1620,-3,-9446,974.1094360351562,0.8441675921999033
1630,-3,-9476,206.48428344726562,0.843745603359996
1640,-3,-9506,220.25045776367188,0.8433238254670413
1650,-1,-9542,303.036376953125,0.8429022584155895
1660,-3,-9569,707.1585693359375,0.8424809021002436
1670,-3,-9591,5518.95556640625,0.842059756415659
1680,-1,-9613,633.4970703125,0.8416388212565439
1690,-3,-9631,785.02001953125,0.8412180965176594
1700,-3,-9658,1804.544921875,0.8407975820938194
1710,-3,-9688,210.88172912597656,0.8403772778798897
1720,-3,-9718,286.8245849609375,0.839957183770789
1730,4,-9741,225.4859619140625,0.8395372996614884
1740,-3,-9757,294.872802734375,0.839117625447012
1750,-1,-9783,113.82987976074219,0.8386981610224357
1760,-3,-9803,411.27276611328125,0.8382789062828881
1770,-1,-9823,121.30162048339844,0.8378598611235506
1780,-8,-9840,829.2645263671875,0.8374410254396565
1790,-3,-9875,310.5421142578125,0.8370223991264916
1800,-3,-9905,215.02230834960938,0.8366039820793939
10,-1,-8828,249.69168090820312,0.8361857741937544
20,-3,-8854,177.20680236816406,0.8357677753650156
30,-3,-8880,85.00830078125,0.8353499854886723
40,-8,-8913,250.62611389160156,0.8349324044602723
50,-3,-8941,316.3426513671875,0.8345150321754148
60,-3,-8976,393.94317626953125,0.8340978685297515
70,-3,-9011,1166.8739013671875,0.8336809134189864
80,-3,-9044,759.3021850585938,0.8332641667388755
90,-1,-9073,700.397705078125,0.8328476283852269
100,-3,-9092,221.36972045898438,0.8324312982539009
110,-3,-9118,47710.27734375,0.8320151762408099
120,-1,-9142,338.18829345703125,0.8315992622419177
130,-3,-9173,1594.0078125,0.831183556153241
140,-3,-9203,333.498779296875,0.8307680578708478
150,-3,-9243,503.97802734375,0.8303527672908585
160,-1,-9301,2353.079833984375,0.8299376843094451
170,-3,-9349,199.64111328125,0.829522808822832
180,-1,-9373,870.2820434570312,0.8291081407272948
190,-3,-9404,580.9243774414062,0.8286936799191613
200,-3,-9430,549.6846313476562,0.8282794262948113
210,-8,-9482,428.3018493652344,0.8278653797506764
220,-13,-9572,284.0656433105469,0.8274515401832392
230,-3,-9627,260.77545166015625,0.8270379074890352
240,-8,-9667,356.5014343261719,0.8266244815646508
250,-1,-9735,96.06437683105469,0.8262112623067245
260,-3,-9778,208.62667846679688,0.825798249611946
270,-3,-9806,1181.862548828125,0.8253854433770574
280,-3,-9832,200.945068359375,0.8249728434988516
290,4,-9879,110.37039184570312,0.8245604498741738
300,-3,-9926,109.18299102783203,0.82414826239992
310,-3,-9989,174.52479553222656,0.8237362809730384
320,-3,-10044,623.861083984375,0.8233245054905286
330,-8,-10089,2182.957763671875,0.8229129358494416
340,-8,-10140,367.8010559082031,0.8225015719468795
350,-3,-10173,162.78224182128906,0.8220904136799965
360,-13,-10231,246.41380310058594,0.8216794609459979
370,-3,-10187,642.0897216796875,0.8212687136421403
380,-3,-10218,753.444580078125,0.8208581716657315
390,-8,-10256,220.42095947265625,0.8204478349141312
400,-3,-10296,4882.72021484375,0.8200377032847499
410,-3,-10336,1365.83935546875,0.8196277766750496
420,-1,-10385,242.2622528076172,0.8192180549825436
430,-3,-10415,456.446044921875,0.8188085381047963
440,-11,-10450,2376.022216796875,0.8183992259394235
450,4,-10492,220.03091430664062,0.8179901183840916
460,-13,-10550,487.0597839355469,0.817581215336519
470,-3,-10600,302.29949951171875,0.8171725166944748
480,-3,-10655,2010.566162109375,0.8167640223557792
490,-8,-10700,6898.7685546875,0.8163557322183034
500,-3,-10738,134.50521850585938,0.81594764617997
510,-3,-10786,243.24111938476562,0.8155397641387522
520,-13,-10845,198.3440704345703,0.8151320859926743
530,-6,-10907,54.419586181640625,0.8147246116398116
540,-3,-10953,266.82318115234375,0.8143173409782907
550,-3,-10995,400.05206298828125,0.8139102739062888
560,-8,-11031,1153.52392578125,0.8135034103220338
750,-3,-11695,693.3684692382812,0.8058115299080386
760,-1,-11717,531.5276489257812,0.8054087147847956
770,-3,-11745,985.867431640625,0.8050061010238038
780,-3,-11783,264.9230651855469,0.8046036885244041
790,-3,-11828,185.62881469726562,0.8042014771859889
800,-3,-11878,91.56590270996094,0.803799466908
810,-13,-11933,102.65603637695312,0.80339765758993
820,-3,-11972,1943.2489013671875,0.8029960491313218
830,-3,-12005,1156.005615234375,0.8025946414317678
840,-3,-12053,415.9422302246094,0.8021934343909114
850,-13,-12096,228.64981079101562,0.8017924279084454
860,2,-12137,447.72296142578125,0.8013916218841134
870,-8,-12177,338.1720275878906,0.8009910162177089
880,-8,-12232,707.520751953125,0.8005906108090757
890,-3,-12272,123.54586029052734,0.8001904055581069
900,-1,-12289,821.0477294921875,0.7997904003647468
910,-3,-12320,547.46337890625,0.7993905951289886
920,-3,-12364,99.9708480834961,0.798990989750876
930,-3,-12396,246.8753662109375,0.7985915841305031
940,-3,-12442,212.4623260498047,0.7981923781680133
950,-8,-12490,638.0338134765625,0.7977933717636001
960,-3,-12520,155.4424285888672,0.7973945648175068
970,-3,-12550,240.11337280273438,0.7969959572300266
980,-3,-12576,458.86138916015625,0.7965975489015028
990,-3,-12598,2284.15185546875,0.7961993397323285
1000,-1,-12620,183.07083129882812,0.795801329622946
1010,-3,-12484,438.6968994140625,0.7954035184738485
1020,-1,-12506,170.90460205078125,0.7950059061855774
1030,-3,-12537,127.22563171386719,0.794608492658725
1040,-3,-12587,384.6842041015625,0.7942112777939329
1050,-3,-12657,550.798583984375,0.7938142614918925
1060,-3,-12715,370.6581726074219,0.7934174436533448
1070,-13,-12774,1923.13037109375,0.7930208241790803
1080,-8,-12826,485.4159240722656,0.7926244029699393
1090,-1,-12863,495.0233459472656,0.7922281799268114
1100,-1,-12893,135.72532653808594,0.7918321549506359
1110,-3,-12941,916.238525390625,0.7914363279424014
1120,-3,-12991,215.53170776367188,0.7910406988031466
1130,-3,-13041,3019.08642578125,0.7906452674339594
1140,-1,-13075,253.5915069580078,0.7902500337359762
1150,-3,-13103,135.5961456298828,0.7898549976103846
1160,-11,-13160,368.91912841796875,0.7894601589584199
1170,-1,-13204,673.473388671875,0.7890655176813679
1180,-3,-13228,344.56561279296875,0.7886710736805631
1190,-3,-13258,1424.19140625,0.7882768268573894
1200,-3,-13293,2509.164306640625,0.7878827771132808
1210,-3,-13288,703.85791015625,0.7874889243497193
1220,-1,-13347,320.18798828125,0.7870952684682372
1230,-3,-13397,234.0318603515625,0.7867018093704155
1240,-1,-13429,279.74676513671875,0.7863085469578844
1250,-3,-13476,146.28257751464844,0.7859154811323236
1260,-3,-13501,363.1052551269531,0.7855226117954615
1270,-3,-13541,834.776123046875,0.7851299388490759
1280,-3,-13571,755.957763671875,0.7847374621949935
1290,-3,-13601,398.1509704589844,0.7843451817350905
1300,-1,-13645,607.62060546875,0.7839530973712917
1310,-3,-13676,356.7831115722656,0.7835612090055714
1320,-3,-13702,475.3671875,0.7831695165399523
1330,-3,-13738,772.8712158203125,0.7827780198765065
1340,-3,-13768,326.25750732421875,0.7823867189173549
1350,-3,-13798,654.1773681640625,0.7819956135646672
1360,-3,-13821,541.099365234375,0.7816047037206626
1370,-3,-13849,569.5800170898438,0.7812139892876084
1380,-3,-13871,854.6000366210938,0.7808234701678213
1390,-3,-13906,1062.8516845703125,0.7804331462636663
1400,-1,-13921,450.19732666015625,0.780043017477558
1410,-3,-13959,636.97607421875,0.7796530837119592
1420,-3,-13999,296.34075927734375,0.7792633448693813
1430,-3,-14039,523.3983764648438,0.7788738008523851
1440,-1,-13890,138.25189208984375,0.7784844515635795
1450,-3,-13582,182.7307891845703,0.7780952969056223
1460,-3,-13606,2238.59423828125,0.7777063367812199
1470,-3,-13620,488.49310302734375,0.7773175710931278
1480,-3,-13670,183.06260681152344,0.7769289997441493
1490,-3,-13680,503.9395751953125,0.776540622637137
1500,-3,-13710,403.798095703125,0.7761524396749915
1510,-1,-13732,352.77166748046875,0.7757644507606621
1520,-3,-13742,524.8004150390625,0.7753766557971471
1530,-1,-13742,80.30828094482422,0.7749890546874927
1540,-3,-13766,78.55011749267578,0.7746016473347939
1550,-1,-13780,291.0397033691406,0.7742144336421939
1560,-3,-13591,142.12753295898438,0.7738274135128844
1570,-3,-13621,337.56317138671875,0.7734405868501056
1580,-3,-13651,672.5030517578125,0.7730539535571461
1590,-3,-13672,129.98207092285156,0.7726675135373425
1600,-1,-13686,899.2283325195312,0.77228126669408
1610,-1,-13698,500.71380615234375,0.7718952129307923
1620,-1,-13729,387.55841064453125,0.771509352150961
1630,-3,-13773,322.69488525390625,0.7711236842581161
1640,-3,-13833,111.20384216308594,0.7707382091558358
1650,-13,-13883,247.86473083496094,0.7703529267477464
1660,-8,-13933,451.6807556152344,0.7699678369375226
1670,-1,-13974,150.61106872558594,0.7695829396288869
1680,-1,-14006,209.48941040039062,0.7691982347256106
1690,-3,-14021,906.0708618164062,0.7688137221315122
1700,-1,-14053,842.911376953125,0.768429401750459
1710,-8,-14101,701.1342163085938,0.7680452734863662
1720,-3,-14126,1209.2012939453125,0.7676613372431966
1730,-3,-14152,1174.436767578125,0.7672775929249616
1740,-3,-14182,233.52989196777344,0.7668940404357201
1750,-3,-14212,326.98016357421875,0.7665106796795795
1760,-3,-14243,342.8394775390625,0.7661275105606946
1770,-1,-14291,118.0556869506836,0.7657445329832682
1780,-3,-14333,531.459716796875,0.7653617468515513
1790,-8,-14377,366.31158447265625,0.7649791520698429
1800,-3,-14411,740.6348876953125,0.7645967485424889
10,-3,-13380,746.1580810546875,0.764214536173884
20,-3,-13405,247.50082397460938,0.7638325148684701
30,-3,-13441,1096.80029296875,0.7634506845307374
40,-3,-13476,188.6448211669922,0.7630690450652231
50,-8,-13503,93.1578369140625,0.762687596376513
60,-3,-13541,309.48614501953125,0.76230633836924
70,-3,-13571,419.03680419921875,0.7619252709480849
80,-3,-13601,373.08135986328125,0.7615443940177761
90,-8,-13632,143.95504760742188,0.7611637074830895
100,-1,-13650,105.97848510742188,0.7607832112488484
